respondent_id,persona,age_group,gender,city_tier,education_level,employment_status,shopping_frequency,platform_1,platform_2,platform_3,primary_device,browse_time_before_purchase,cart_abandonment_freq,cart_abandon_reason,cat_fashion,cat_electronics,cat_grocery,cat_beauty,cat_home,cat_books,cat_sports,cat_toys,review_importance_score,discovery_channel,recommendation_acceptance_score,monthly_income_bracket,monthly_spend_bracket,max_single_transaction_value,discount_sensitivity_score,impulse_discount_threshold,preferred_payment_method,loyalty_member,loyalty_member_flag,delivery_importance_score,return_frequency,social_purchase_influence_freq,social_commerce_adoption,repeat_purchase_intent_score,platform_switching_propensity,review_writing_freq,festive_spend_proportion,impulse_trigger_type,ai_personalisation_comfort,will_purchase
2834,homemaker,55+,Female,Tier 2 city,Postgraduate,Homemaker,Occasionally,Flipkart,Nykaa,Meesho,Smartphone,More than 1 hour,Sometimes,High price / no discount,1,1,1,1,1,0,0,1,4,Email / app notifications,3,50000-100000,500-2000,6527.82,3,10-20pct,Cash on delivery,No not interested,0,4,Rarely,Often,Yes regularly,4,3,Occasionally,26-50pct,Flash sale notification,3,0
2835,budget_student,18-24,Male,Tier 2 city,Postgraduate,Salaried (private),Monthly,Amazon,Flipkart,Myntra,Smartphone,More than 1 hour,Often,High price / no discount,0,1,1,0,0,1,1,0,4,Search engine,5,Above 200000,5000-15000,50101.86,2,Discounts dont trigger,Debit card,Yes - multiple programmes,1,4,Never,Sometimes,No but open to it,3,3,Occasionally,10-25pct,Gifting occasion,4,1
2836,budget_student,25-34,Male,Metro (Tier 1),Undergraduate,Salaried (private),Weekly,Flipkart,Amazon,Ajio,Smartphone,30-60 minutes,Almost always,Just browsing,0,1,0,0,0,1,1,0,4,Search engine,3,Below 20000,500-2000,383.01,4,41-60pct,UPI,No but considering,0,5,Never,Rarely,Yes regularly,2,3,Occasionally,26-50pct,Boredom,3,0
2837,urban_professional,25-34,Male,Tier 2 city,Undergraduate,Salaried (govt.),Monthly,Amazon,Flipkart,,Smartphone,Under 10 minutes,Sometimes,Just browsing,0,0,1,0,0,0,1,0,4,Search engine,5,Above 200000,Above 15000,48142.27,2,Above 60pct,Credit card,Yes - multiple programmes,1,4,Occasionally,Rarely,Yes occasionally,5,2,Rarely,More than 50pct,Flash sale notification,2,1
2838,budget_student,18-24,Prefer not to say,Metro (Tier 1),Undergraduate,Student,Occasionally,Myntra,Amazon,,Smartphone,30-60 minutes,Sometimes,High price / no discount,0,0,1,0,0,1,0,0,5,Social media ads,3,Below 20000,500-2000,638.15,5,Discounts dont trigger,UPI,Yes - one programme,1,4,Rarely,Sometimes,Yes occasionally,2,3,Rarely,10-25pct,Recommendation email,2,0
2839,homemaker,35-44,Female,Tier 2 city,Postgraduate,Homemaker,Occasionally,Flipkart,Meesho,,Smartphone,More than 1 hour,Sometimes,High delivery charges,1,1,1,1,1,0,1,1,5,Social media ads,5,20000-50000,Under 500,2029.1,4,Discounts dont trigger,UPI,Yes - one programme,1,3,Rarely,Rarely,No but open to it,3,2,Rarely,10-25pct,Festive sale,4,0
2840,homemaker,25-34,Female,Metro (Tier 1),Postgraduate,Salaried (private),Monthly,Flipkart,Myntra,Amazon,Smartphone,10-30 minutes,Rarely,Found better deal elsewhere,1,1,1,0,1,1,0,0,5,Friends / family,3,20000-50000,2000-5000,666.95,4,Discounts dont trigger,UPI,No not interested,0,4,Rarely,Sometimes,Yes regularly,3,5,Rarely,More than 50pct,Boredom,3,0
2841,urban_professional,35-44,Female,Metro (Tier 1),Undergraduate,Salaried (private),Weekly,Flipkart,Brand website,Amazon,Smartphone,More than 1 hour,Rarely,Just browsing,1,1,0,0,0,0,1,0,5,Influencer reviews,5,50000-100000,2000-5000,4435.66,4,21-40pct,Net banking,Yes - multiple programmes,1,3,Occasionally,Rarely,Yes occasionally,4,3,Frequently,26-50pct,Recommendation email,4,1
2842,urban_professional,25-34,Female,Tier 2 city,Undergraduate,Self-employed,Weekly,Brand website,Amazon,Flipkart,Smartphone,10-30 minutes,Sometimes,High price / no discount,0,0,1,0,1,1,1,0,3,Search engine,4,50000-100000,5000-15000,3189.87,3,41-60pct,Net banking,Yes - multiple programmes,1,5,Occasionally,Sometimes,Yes occasionally,4,2,Occasionally,26-50pct,Recommendation email,5,1
2843,value_seeker,25-34,Male,Tier 2 city,Undergraduate,Salaried (private),Monthly,Myntra,Flipkart,Meesho,Smartphone,More than 1 hour,Rarely,High price / no discount,0,0,1,0,1,0,0,0,5,Friends / family,4,20000-50000,500-2000,2995.64,4,10-20pct,Net banking,No not interested,0,4,Rarely,Sometimes,No but open to it,2,4,Occasionally,More than 50pct,Flash sale notification,2,1
2844,value_seeker,35-44,Male,Tier 3 city,High school or below,Self-employed,Weekly,Flipkart,Amazon,,Smartphone,More than 1 hour,Rarely,Just browsing,1,1,1,1,1,0,1,0,3,Platform recommendations,3,20000-50000,500-2000,1740.17,5,10-20pct,Debit card,No not interested,0,4,Occasionally,Often,No but open to it,2,4,Never,More than 50pct,Flash sale notification,2,0
2845,budget_student,18-24,Male,Metro (Tier 1),Postgraduate,Student,Monthly,Flipkart,Meesho,Amazon,Smartphone,Under 10 minutes,Sometimes,High price / no discount,1,1,1,0,0,1,0,1,4,Search engine,3,20000-50000,2000-5000,2904.86,4,41-60pct,UPI,No not interested,0,3,Rarely,Sometimes,Yes occasionally,3,4,Rarely,10-25pct,Festive sale,1,0
2846,budget_student,25-34,Female,Tier 2 city,Undergraduate,Student,Monthly,Amazon,Nykaa,,Smartphone,More than 1 hour,Sometimes,N/A - I rarely abandon,0,1,0,0,0,0,1,0,4,Friends / family,2,50000-100000,500-2000,27885.36,4,21-40pct,UPI,Yes - multiple programmes,1,5,Rarely,Almost always,Yes occasionally,2,3,Frequently,Less than 10pct,Influencer post,3,0
2847,urban_professional,25-34,Male,Tier 2 city,Undergraduate,Salaried (private),Weekly,Other,Amazon,,Smartphone,30-60 minutes,Often,High delivery charges,1,0,1,1,1,1,1,1,4,Social media ads,4,50000-100000,500-2000,4652.4,4,21-40pct,Debit card,No but considering,0,3,Occasionally,Often,Yes occasionally,5,2,Frequently,More than 50pct,Influencer post,5,1
2848,urban_professional,35-44,Male,Metro (Tier 1),Doctoral,Salaried (private),Occasionally,Ajio,Myntra,,Smartphone,Under 10 minutes,Sometimes,Just browsing,0,1,1,1,1,0,1,0,5,Email / app notifications,3,50000-100000,5000-15000,5415.55,3,21-40pct,Credit card,Yes - one programme,1,5,Never,Often,No but open to it,3,1,Frequently,26-50pct,Festive sale,4,1
2849,value_seeker,25-34,Male,Metro (Tier 1),Undergraduate,Salaried (private),Occasionally,Amazon,Meesho,Myntra,Smartphone,More than 1 hour,Almost always,High delivery charges,1,0,1,1,0,1,0,0,3,Influencer reviews,3,50000-100000,5000-15000,2239.26,4,41-60pct,UPI,No not interested,0,5,Occasionally,Sometimes,No but open to it,3,3,Occasionally,26-50pct,Flash sale notification,2,0
2850,urban_professional,35-44,Female,Metro (Tier 1),Doctoral,Salaried (private),Monthly,Meesho,Flipkart,Other,Laptop / desktop,Under 10 minutes,Rarely,Found better deal elsewhere,1,1,0,0,0,0,0,0,5,Email / app notifications,3,Above 200000,Above 15000,32109.8,2,10-20pct,Debit card,No but considering,0,4,Occasionally,Often,No not interested,5,3,Rarely,10-25pct,Festive sale,3,1
2851,budget_student,35-44,Female,Metro (Tier 1),Undergraduate,Student,Monthly,Flipkart,Meesho,Amazon,Smartphone,30-60 minutes,Almost always,High delivery charges,1,1,1,0,0,1,1,0,4,Influencer reviews,3,Below 20000,Under 500,589.96,5,Above 60pct,UPI,No not interested,0,4,Occasionally,Often,Yes regularly,3,3,Never,10-25pct,Festive sale,2,0
2852,urban_professional,25-34,Male,Tier 3 city,Undergraduate,Salaried (private),Weekly,Flipkart,Meesho,Amazon,Smartphone,10-30 minutes,Never,High delivery charges,0,1,1,0,0,0,0,1,4,Influencer reviews,5,50000-100000,500-2000,7040.33,4,41-60pct,Cash on delivery,No but considering,0,5,Never,Sometimes,Yes occasionally,5,4,Never,26-50pct,Gifting occasion,4,1
2853,homemaker,35-44,Male,Tier 3 city,High school or below,Homemaker,Weekly,Flipkart,Meesho,Amazon,Smartphone,10-30 minutes,Often,Just browsing,1,1,1,0,1,0,0,0,4,Social media ads,1,20000-50000,500-2000,2078.34,4,21-40pct,Cash on delivery,No but considering,0,5,Occasionally,Sometimes,No not interested,3,4,Never,10-25pct,Gifting occasion,3,0
2854,premium_loyalist,55+,Male,Metro (Tier 1),Undergraduate,Salaried (govt.),Daily or almost daily,Amazon,Myntra,Meesho,Smartphone,10-30 minutes,Never,Payment issues,1,1,0,0,1,1,1,0,4,Email / app notifications,1,100000-200000,2000-5000,10659.81,2,41-60pct,Credit card,Yes - multiple programmes,1,3,Never,Rarely,No not interested,5,2,Frequently,10-25pct,Gifting occasion,2,1
2855,urban_professional,35-44,Male,Metro (Tier 1),Postgraduate,Salaried (private),Weekly,Flipkart,Amazon,,Laptop / desktop,Under 10 minutes,Never,N/A - I rarely abandon,0,1,0,1,1,1,1,0,4,Search engine,5,50000-100000,500-2000,5131.31,4,21-40pct,Credit card,Yes - multiple programmes,1,4,Never,Often,No but open to it,4,2,Never,10-25pct,Flash sale notification,4,1
2856,urban_professional,18-24,Female,Tier 2 city,Postgraduate,Salaried (private),Weekly,Nykaa,Brand website,Amazon,Laptop / desktop,Under 10 minutes,Never,High price / no discount,1,1,0,0,0,1,1,1,5,Search engine,3,Below 20000,Under 500,1976.64,5,Discounts dont trigger,Credit card,No but considering,0,4,Rarely,Sometimes,No but open to it,4,5,Occasionally,10-25pct,Festive sale,4,1
2857,urban_professional,35-44,Male,Tier 3 city,Undergraduate,Salaried (private),Weekly,Flipkart,Nykaa,Ajio,Laptop / desktop,10-30 minutes,Never,High delivery charges,1,1,1,0,0,0,0,0,3,Email / app notifications,3,50000-100000,2000-5000,4065.46,3,10-20pct,UPI,No not interested,0,4,Frequently,Sometimes,Yes regularly,5,4,Occasionally,Less than 10pct,Flash sale notification,4,1
2858,homemaker,35-44,Female,Tier 2 city,Undergraduate,Unemployed,Monthly,Nykaa,Flipkart,Amazon,Smartphone,10-30 minutes,Sometimes,High price / no discount,1,0,0,1,1,0,0,1,4,Friends / family,2,50000-100000,500-2000,3725.66,2,41-60pct,UPI,No not interested,0,3,Occasionally,Often,No not interested,2,3,Occasionally,10-25pct,Festive sale,3,0
2859,urban_professional,25-34,Male,Tier 2 city,Undergraduate,Salaried (govt.),Monthly,Flipkart,Amazon,Myntra,Tablet,10-30 minutes,Sometimes,High delivery charges,0,1,0,0,0,1,0,0,3,Social media ads,5,Above 200000,Above 15000,44630.08,1,21-40pct,Cash on delivery,Yes - one programme,1,5,Frequently,Often,Yes regularly,4,1,Occasionally,26-50pct,Festive sale,4,1
2860,urban_professional,25-34,Male,Metro (Tier 1),Postgraduate,Salaried (private),Weekly,Amazon,Flipkart,Other,Smartphone,10-30 minutes,Rarely,High delivery charges,0,1,0,1,0,1,1,0,4,Email / app notifications,3,50000-100000,500-2000,13166.94,4,10-20pct,Credit card,Yes - one programme,1,3,Occasionally,Sometimes,Yes occasionally,5,3,Occasionally,Less than 10pct,Recommendation email,4,1
2861,homemaker,45-54,Female,Rural / town,Undergraduate,Homemaker,Occasionally,Amazon,Flipkart,Myntra,Smartphone,30-60 minutes,Often,Found better deal elsewhere,1,0,0,1,0,0,0,1,5,Platform recommendations,3,20000-50000,2000-5000,2144.22,4,41-60pct,UPI,No not interested,0,3,Occasionally,Sometimes,No not interested,2,4,Rarely,10-25pct,Festive sale,3,1
2862,value_seeker,18-24,Male,Tier 3 city,Undergraduate,Self-employed,Monthly,Flipkart,Meesho,Amazon,Smartphone,10-30 minutes,Never,High delivery charges,1,0,0,1,0,0,0,0,4,Search engine,5,50000-100000,2000-5000,5141.6,2,21-40pct,Debit card,No not interested,0,4,Rarely,Sometimes,No but open to it,3,5,Rarely,More than 50pct,Recommendation email,2,0
2863,value_seeker,35-44,Female,Metro (Tier 1),Undergraduate,Self-employed,Weekly,Nykaa,Flipkart,,Smartphone,30-60 minutes,Rarely,Just browsing,1,0,1,0,1,1,0,0,2,Platform recommendations,2,50000-100000,500-2000,8498.9,3,41-60pct,Debit card,No not interested,0,4,Occasionally,Sometimes,Yes regularly,2,3,Occasionally,26-50pct,Recommendation email,1,0
2864,homemaker,45-54,Female,Tier 3 city,High school or below,Homemaker,Monthly,Myntra,Meesho,,Smartphone,10-30 minutes,Rarely,High price / no discount,0,1,1,0,0,0,0,1,5,Friends / family,4,50000-100000,2000-5000,3497.69,3,10-20pct,UPI,No but considering,0,3,Occasionally,Almost always,Yes regularly,3,4,Occasionally,More than 50pct,Gifting occasion,2,1
2865,budget_student,18-24,Female,Tier 2 city,Undergraduate,Student,Weekly,Flipkart,Amazon,,Smartphone,10-30 minutes,Often,High delivery charges,1,0,1,1,1,1,0,0,3,Search engine,2,20000-50000,500-2000,1776.08,3,41-60pct,Debit card,Yes - one programme,1,4,Frequently,Often,No but open to it,1,2,Rarely,26-50pct,Boredom,3,0
2866,value_seeker,35-44,Female,Tier 2 city,Postgraduate,Self-employed,Weekly,Nykaa,Meesho,,Smartphone,More than 1 hour,Sometimes,High price / no discount,0,1,0,0,0,1,0,0,5,Email / app notifications,4,20000-50000,Under 500,889.18,3,21-40pct,Credit card,Yes - one programme,1,1,Frequently,Sometimes,Yes occasionally,2,2,Never,10-25pct,Gifting occasion,2,1
2867,value_seeker,35-44,Male,Tier 3 city,Undergraduate,Salaried (govt.),Occasionally,Meesho,Nykaa,Flipkart,Laptop / desktop,10-30 minutes,Almost always,Just browsing,1,1,1,1,0,1,1,0,3,Search engine,4,20000-50000,Under 500,2109.2,4,41-60pct,UPI,Yes - one programme,1,4,Occasionally,Often,No but open to it,2,2,Occasionally,More than 50pct,Festive sale,2,1
2868,urban_professional,18-24,Male,Tier 2 city,Undergraduate,Salaried (private),Occasionally,Flipkart,Other,Ajio,Smartphone,10-30 minutes,Rarely,N/A - I rarely abandon,1,1,0,0,0,0,1,1,5,Friends / family,5,100000-200000,5000-15000,3623.03,2,Above 60pct,UPI,Yes - multiple programmes,1,3,Frequently,Often,Yes occasionally,4,3,Frequently,More than 50pct,Gifting occasion,5,1
2869,premium_loyalist,45-54,Male,Metro (Tier 1),Doctoral,Salaried (govt.),Weekly,Ajio,Flipkart,,Smartphone,Under 10 minutes,Never,N/A - I rarely abandon,0,1,0,1,0,0,1,0,5,Search engine,5,100000-200000,Above 15000,11305.23,2,41-60pct,Debit card,Yes - one programme,1,4,Occasionally,Never,No not interested,5,2,Rarely,10-25pct,Gifting occasion,5,1
2870,urban_professional,25-34,Female,Metro (Tier 1),Undergraduate,Salaried (private),Daily or almost daily,Flipkart,Nykaa,Amazon,Smartphone,Under 10 minutes,Never,High price / no discount,0,1,1,1,0,1,1,0,3,Platform recommendations,2,100000-200000,Above 15000,16494.17,2,41-60pct,UPI,Yes - one programme,1,3,Occasionally,Rarely,Yes occasionally,3,2,Occasionally,10-25pct,Boredom,3,1
2871,premium_loyalist,45-54,Female,Metro (Tier 1),Undergraduate,Salaried (private),Weekly,Flipkart,Amazon,,Smartphone,Under 10 minutes,Almost always,High price / no discount,1,1,1,0,0,1,0,0,3,Search engine,5,100000-200000,Above 15000,14055.42,3,Discounts dont trigger,UPI,No not interested,0,4,Rarely,Often,Yes regularly,5,2,Never,10-25pct,Recommendation email,5,1
2872,urban_professional,35-44,Male,Metro (Tier 1),Undergraduate,Salaried (private),Weekly,Amazon,Flipkart,,Laptop / desktop,Under 10 minutes,Sometimes,High delivery charges,1,0,0,0,0,1,1,0,4,Search engine,5,100000-200000,Above 15000,12884.2,2,10-20pct,Credit card,Yes - one programme,1,4,Rarely,Almost always,No but open to it,4,1,Occasionally,10-25pct,Festive sale,4,1
2873,value_seeker,55+,Male,Tier 2 city,Undergraduate,Self-employed,Rarely,Flipkart,Amazon,,Smartphone,30-60 minutes,Never,N/A - I rarely abandon,0,0,0,1,1,0,0,0,1,Friends / family,3,20000-50000,500-2000,2178.78,3,Discounts dont trigger,Cash on delivery,No not interested,0,5,Never,Often,No not interested,3,2,Never,26-50pct,Festive sale,1,1
2874,value_seeker,45-54,Female,Tier 3 city,Undergraduate,Self-employed,Occasionally,Flipkart,Amazon,Myntra,Laptop / desktop,More than 1 hour,Sometimes,High price / no discount,1,1,1,0,0,0,1,0,3,Search engine,3,50000-100000,2000-5000,2740.18,4,41-60pct,Debit card,No not interested,0,4,Never,Rarely,No but open to it,3,2,Occasionally,More than 50pct,Festive sale,2,0
2875,urban_professional,35-44,Female,Metro (Tier 1),Postgraduate,Salaried (private),Weekly,Amazon,Nykaa,,Laptop / desktop,10-30 minutes,Never,High delivery charges,1,0,1,0,1,1,1,0,5,Platform recommendations,4,50000-100000,5000-15000,2668.72,2,Above 60pct,UPI,Yes - one programme,1,3,Occasionally,Rarely,Yes occasionally,5,2,Occasionally,Less than 10pct,Gifting occasion,4,1
2876,urban_professional,45-54,Female,Metro (Tier 1),Undergraduate,Salaried (govt.),Monthly,Brand website,Amazon,,Smartphone,Under 10 minutes,Rarely,High delivery charges,0,0,1,0,1,1,0,0,5,Platform recommendations,4,50000-100000,2000-5000,10504.28,2,Above 60pct,UPI,Yes - one programme,1,2,Rarely,Sometimes,Yes regularly,5,3,Rarely,26-50pct,Recommendation email,5,1
2877,urban_professional,25-34,Male,Metro (Tier 1),Postgraduate,Salaried (private),Occasionally,Flipkart,Nykaa,Myntra,Smartphone,10-30 minutes,Rarely,Payment issues,0,1,1,0,0,0,1,0,4,Email / app notifications,3,50000-100000,2000-5000,9044.56,2,41-60pct,Debit card,Yes - one programme,1,3,Occasionally,Sometimes,Yes occasionally,4,2,Never,26-50pct,Gifting occasion,4,1
2878,budget_student,18-24,Female,Metro (Tier 1),High school or below,Student,Monthly,Amazon,Meesho,,Smartphone,30-60 minutes,Almost always,High price / no discount,0,1,1,0,0,1,1,1,4,Search engine,4,Above 200000,Above 15000,20487.81,3,41-60pct,UPI,No but considering,0,3,Frequently,Often,No not interested,4,3,Rarely,26-50pct,Flash sale notification,3,0
2879,urban_professional,35-44,Female,Tier 2 city,Undergraduate,Salaried (private),Occasionally,Other,Meesho,Amazon,Smartphone,10-30 minutes,Often,Found better deal elsewhere,0,0,0,0,0,0,1,0,5,Platform recommendations,4,20000-50000,2000-5000,1631.09,5,Discounts dont trigger,UPI,Yes - one programme,1,4,Rarely,Almost always,No but open to it,3,2,Occasionally,Less than 10pct,Boredom,4,1
2880,budget_student,25-34,Male,Metro (Tier 1),High school or below,Student,Occasionally,Other,Brand website,Nykaa,Smartphone,More than 1 hour,Sometimes,High delivery charges,1,1,0,0,0,1,0,0,4,Search engine,2,20000-50000,Under 500,3269.12,4,41-60pct,UPI,No not interested,0,5,Occasionally,Sometimes,No not interested,3,3,Occasionally,26-50pct,Festive sale,4,0
2881,value_seeker,45-54,Male,Tier 3 city,Undergraduate,Salaried (private),Monthly,Nykaa,Myntra,Meesho,Smartphone,Under 10 minutes,Rarely,High price / no discount,0,1,1,0,0,1,0,1,4,Platform recommendations,4,20000-50000,500-2000,2843.48,5,Discounts dont trigger,UPI,Yes - one programme,1,3,Rarely,Almost always,No not interested,3,2,Frequently,26-50pct,Festive sale,2,0
2882,budget_student,25-34,Non-binary,Tier 2 city,Undergraduate,Student,Monthly,Amazon,Flipkart,Myntra,Smartphone,Under 10 minutes,Almost always,High price / no discount,0,1,0,0,1,1,0,0,2,Social media ads,3,20000-50000,Under 500,27478.77,4,21-40pct,UPI,No but considering,0,5,Rarely,Almost always,No but open to it,4,2,Occasionally,More than 50pct,Festive sale,3,1
2883,urban_professional,35-44,Female,Metro (Tier 1),Postgraduate,Salaried (private),Weekly,Amazon,Nykaa,Flipkart,Tablet,Under 10 minutes,Sometimes,N/A - I rarely abandon,0,1,0,0,1,0,0,1,5,Influencer reviews,4,100000-200000,2000-5000,11090.66,3,41-60pct,Net banking,Yes - multiple programmes,1,4,Occasionally,Often,Yes regularly,3,2,Frequently,10-25pct,Gifting occasion,5,1
2884,premium_loyalist,35-44,Female,Tier 2 city,Undergraduate,Salaried (private),Weekly,Flipkart,Amazon,Brand website,Smartphone,More than 1 hour,Rarely,High price / no discount,1,1,0,1,1,0,1,1,4,Email / app notifications,4,Above 200000,5000-15000,60664.85,1,41-60pct,Credit card,No but considering,0,3,Rarely,Never,No but open to it,3,5,Occasionally,Less than 10pct,Influencer post,5,1
2885,budget_student,18-24,Female,Metro (Tier 1),Undergraduate,Student,Occasionally,Flipkart,Amazon,Ajio,Tablet,More than 1 hour,Often,Just browsing,0,1,0,1,0,0,0,0,4,Search engine,5,20000-50000,Under 500,777.93,5,10-20pct,UPI,No not interested,0,5,Occasionally,Almost always,Yes regularly,3,4,Occasionally,26-50pct,Influencer post,4,1
2886,homemaker,25-34,Male,Tier 3 city,Postgraduate,Self-employed,Rarely,Flipkart,Nykaa,,Smartphone,More than 1 hour,Rarely,Payment issues,1,0,1,1,1,0,0,0,4,Search engine,4,20000-50000,2000-5000,1661.98,4,41-60pct,Cash on delivery,No not interested,0,5,Rarely,Sometimes,No but open to it,4,4,Occasionally,More than 50pct,Influencer post,3,0
2887,urban_professional,25-34,Male,Metro (Tier 1),Undergraduate,Salaried (private),Daily or almost daily,Amazon,Flipkart,Nykaa,Smartphone,10-30 minutes,Rarely,Just browsing,1,1,1,0,1,1,1,0,5,Search engine,5,50000-100000,5000-15000,1503.94,3,21-40pct,UPI,Yes - one programme,1,4,Never,Never,Yes regularly,4,1,Occasionally,Less than 10pct,Recommendation email,4,1
2888,homemaker,35-44,Female,Tier 3 city,High school or below,Homemaker,Occasionally,Flipkart,Meesho,,Smartphone,30-60 minutes,Almost always,Found better deal elsewhere,1,1,1,0,1,0,0,1,5,Search engine,4,20000-50000,500-2000,2352.46,3,21-40pct,Debit card,Yes - multiple programmes,1,4,Occasionally,Often,Yes regularly,4,1,Never,26-50pct,Festive sale,4,1
2889,budget_student,18-24,Non-binary,Tier 2 city,Undergraduate,Student,Occasionally,Flipkart,Myntra,Amazon,Smartphone,More than 1 hour,Sometimes,High price / no discount,0,1,1,0,1,1,1,0,5,Friends / family,1,50000-100000,5000-15000,4126.81,3,21-40pct,UPI,No not interested,0,4,Occasionally,Sometimes,Yes occasionally,3,5,Occasionally,10-25pct,Recommendation email,3,1
2890,value_seeker,45-54,Male,Tier 2 city,Undergraduate,Unemployed,Weekly,Meesho,Flipkart,Amazon,Smartphone,Under 10 minutes,Sometimes,High price / no discount,0,1,0,0,1,0,0,0,3,Email / app notifications,5,50000-100000,2000-5000,3340.75,3,41-60pct,Cash on delivery,Yes - multiple programmes,1,5,Rarely,Never,No but open to it,2,2,Occasionally,10-25pct,Gifting occasion,3,1
2891,homemaker,25-34,Female,Tier 3 city,Undergraduate,Salaried (govt.),Monthly,Ajio,Myntra,Amazon,Laptop / desktop,30-60 minutes,Often,High price / no discount,1,1,0,0,0,0,0,0,5,Platform recommendations,2,100000-200000,5000-15000,5302.88,1,Discounts dont trigger,Cash on delivery,Yes - one programme,1,4,Occasionally,Often,Yes occasionally,2,3,Rarely,10-25pct,Festive sale,4,1
2892,homemaker,35-44,Female,Rural / town,Undergraduate,Homemaker,Monthly,Myntra,Amazon,,Smartphone,10-30 minutes,Sometimes,High delivery charges,1,1,1,1,1,1,0,1,4,Search engine,4,20000-50000,2000-5000,1436.55,4,Discounts dont trigger,Debit card,No but considering,0,3,Occasionally,Almost always,No not interested,4,2,Rarely,26-50pct,Flash sale notification,3,1
2893,urban_professional,35-44,Female,Metro (Tier 1),Doctoral,Salaried (private),Daily or almost daily,Flipkart,Ajio,Amazon,Smartphone,30-60 minutes,Rarely,N/A - I rarely abandon,1,1,0,0,0,0,1,0,4,Search engine,5,50000-100000,5000-15000,4334.27,3,Discounts dont trigger,Debit card,Yes - one programme,1,4,Never,Often,No but open to it,4,2,Rarely,26-50pct,Recommendation email,4,1
2894,premium_loyalist,25-34,Male,Metro (Tier 1),High school or below,Salaried (private),Weekly,Nykaa,Amazon,,Laptop / desktop,10-30 minutes,Sometimes,High price / no discount,1,1,1,1,1,1,1,1,2,Email / app notifications,4,100000-200000,5000-15000,10644.81,2,41-60pct,Net banking,Yes - multiple programmes,1,4,Never,Rarely,Yes occasionally,5,2,Frequently,10-25pct,Flash sale notification,3,0
2895,budget_student,18-24,Female,Tier 2 city,Undergraduate,Student,Monthly,Myntra,Flipkart,Amazon,Smartphone,10-30 minutes,Often,High delivery charges,1,0,0,0,0,0,1,0,2,Social media ads,4,20000-50000,Under 500,857.27,4,21-40pct,UPI,No but considering,0,2,Rarely,Sometimes,No but open to it,3,4,Rarely,10-25pct,Influencer post,2,1
2896,premium_loyalist,35-44,Male,Tier 3 city,Postgraduate,Self-employed,Weekly,Flipkart,Ajio,Amazon,Smartphone,10-30 minutes,Rarely,N/A - I rarely abandon,1,1,0,0,1,1,1,1,4,Email / app notifications,3,Above 200000,Above 15000,17541.42,2,Above 60pct,UPI,No but considering,0,3,Occasionally,Rarely,No but open to it,4,3,Occasionally,Less than 10pct,Boredom,3,1
2897,urban_professional,35-44,Male,Metro (Tier 1),Undergraduate,Salaried (private),Occasionally,Flipkart,Amazon,,Smartphone,Under 10 minutes,Never,Found better deal elsewhere,0,1,0,1,0,1,1,0,3,Search engine,5,20000-50000,500-2000,1823.3,4,Discounts dont trigger,Debit card,No not interested,0,5,Rarely,Sometimes,No but open to it,4,4,Frequently,10-25pct,Gifting occasion,5,1
2898,budget_student,25-34,Male,Tier 3 city,Undergraduate,Student,Weekly,Myntra,Brand website,Flipkart,Laptop / desktop,10-30 minutes,Sometimes,Just browsing,0,1,0,1,0,1,1,0,3,Influencer reviews,3,20000-50000,Under 500,743.05,4,21-40pct,Debit card,Yes - multiple programmes,1,3,Occasionally,Often,Yes occasionally,3,3,Frequently,26-50pct,Influencer post,4,0
2899,urban_professional,18-24,Female,Metro (Tier 1),Postgraduate,Salaried (private),Monthly,Meesho,Flipkart,,Smartphone,Under 10 minutes,Often,High delivery charges,0,1,1,0,0,0,1,0,4,Platform recommendations,5,50000-100000,2000-5000,5020.32,3,21-40pct,Credit card,Yes - one programme,1,2,Occasionally,Rarely,Yes occasionally,4,1,Frequently,26-50pct,Festive sale,5,1
2900,urban_professional,35-44,Male,Metro (Tier 1),Doctoral,Salaried (private),Weekly,Amazon,Nykaa,,Smartphone,More than 1 hour,Often,N/A - I rarely abandon,0,1,0,0,1,0,0,1,5,Friends / family,5,100000-200000,5000-15000,15662.99,2,Above 60pct,Credit card,Yes - multiple programmes,1,5,Rarely,Rarely,Yes regularly,4,3,Rarely,26-50pct,Flash sale notification,4,1
2901,homemaker,25-34,Female,Metro (Tier 1),Postgraduate,Homemaker,Occasionally,Myntra,Meesho,Amazon,Laptop / desktop,30-60 minutes,Sometimes,High delivery charges,1,0,1,0,1,1,0,1,4,Platform recommendations,2,20000-50000,2000-5000,2994.97,4,10-20pct,Cash on delivery,No not interested,0,5,Occasionally,Rarely,Yes occasionally,3,4,Frequently,10-25pct,Boredom,3,0
2902,budget_student,18-24,Male,Tier 3 city,Undergraduate,Student,Weekly,Meesho,Flipkart,Nykaa,Smartphone,10-30 minutes,Often,High delivery charges,1,1,0,0,1,1,0,0,4,Influencer reviews,5,Below 20000,Under 500,1542.18,5,Discounts dont trigger,Debit card,Yes - multiple programmes,1,4,Occasionally,Sometimes,Yes occasionally,2,2,Frequently,Less than 10pct,Recommendation email,3,0
